game_id,title,steam_link,kafkaesque,absurd,surreal,displaced,isolated,alienated,bureaucratic,civil service,Phase2_Total
1299290,Somber Echoes,https://store.steampowered.com/app/1299290,22.47,3.03,3.58,1.54,1.28,4.22,6.05,6.26,6.05
2103130,Matchmaking Inc.,https://store.steampowered.com/app/2103130,16.45,1.51,2.93,2.18,7.23,7.14,9.4,9.94,7.1
2187450,Asterism,https://store.steampowered.com/app/2187450,20.86,3.69,4.57,1.48,3.04,5.83,3.29,1.93,5.59
1932210,Takara Cards,https://store.steampowered.com/app/1932210,15.8,8.29,2.03,2.01,3.58,7.39,4.38,6.21,6.21
3023490,Newton's Fourth Law,https://store.steampowered.com/app/3023490,19.1,3.38,3.18,0.0,0.35,2.32,4.64,3.54,4.56
3201530,巴哈姆特1-REMAKE(BAHAMUT1-REMAKE),https://store.steampowered.com/app/3201530,19.04,6.15,3.35,2.03,2.82,4.71,8.93,9.52,7.07
3048760,Slay the Alice,https://store.steampowered.com/app/3048760,25.57,1.28,4.49,0.78,1.73,2.28,4.33,1.63,5.26
2848750,Things Too Ugly,https://store.steampowered.com/app/2848750,35.37,8.98,4.8,0.88,1.65,8.12,15.5,9.14,10.56
2274200,Arken Age,https://store.steampowered.com/app/2274200,17.55,0.0,3.27,0.0,0.83,0.44,1.99,0.0,3.01
2417000,Hunter: The Reckoning — The Beast of Glenkildove,https://store.steampowered.com/app/2417000,26.81,0.05,3.79,1.44,3.04,8.5,1.42,4.03,6.14
2153430,Signal Maze,https://store.steampowered.com/app/2153430,18.32,0.0,3.38,0.42,4.12,0.99,8.07,2.35,4.71
2965680,Malleus Cocconum: The Heiress,https://store.steampowered.com/app/2965680,36.31,15.97,5.02,1.41,1.22,13.75,11.71,19.28,13.08
2264820,The Road To Harvest: Food From Across The Ocean,https://store.steampowered.com/app/2264820,17.77,3.47,2.69,1.47,3.64,2.28,8.16,12.31,6.47
2176460,The Lies We Tell Ourselves,https://store.steampowered.com/app/2176460,33.54,4.38,6.26,0.71,4.79,7.67,3.22,7.08,8.46
2710560,Umbra: The Last Summoner,https://store.steampowered.com/app/2710560,25.39,5.81,3.62,1.46,1.96,6.72,5.19,14.54,8.09
3152380,Prison Notes,https://store.steampowered.com/app/3152380,26.4,5.84,4.43,1.5,6.74,11.42,8.21,13.4,9.74
3218600,Game of Fate 2: A Century's Promise,https://store.steampowered.com/app/3218600,33.19,8.24,4.89,2.76,3.35,4.94,7.39,10.5,9.41
1443620,Pirates VR: Jolly Roger,https://store.steampowered.com/app/1443620,18.64,5.44,3.78,1.17,0.0,4.36,0.73,3.17,4.66
3174480,Return to campus,https://store.steampowered.com/app/3174480,33.8,9.27,5.67,0.77,5.29,8.72,8.67,11.33,10.44
3376080,The Leviathan's fantasy,https://store.steampowered.com/app/3376080,21.08,4.3,3.95,2.22,10.33,6.3,10.65,16.82,9.46
2469950,Siren's Call: Escape Velocity,https://store.steampowered.com/app/2469950,32.22,4.3,4.73,2.79,2.79,7.72,4.32,4.27,7.89
2982530,The Shadow Over Cyberspace,https://store.steampowered.com/app/2982530,27.18,3.26,4.57,0.0,1.77,6.74,5.28,2.35,6.39
3402170,Routine Soul,https://store.steampowered.com/app/3402170,16.92,4.84,3.44,1.22,1.49,3.23,7.19,0.0,4.79
1470740,Fizz Quiz,https://store.steampowered.com/app/1470740,19.25,1.29,2.12,0.0,4.83,2.31,4.26,6.6,5.08
3196550,花奴令 Huanu Poems,https://store.steampowered.com/app/3196550,13.78,0.82,3.68,0.66,1.64,2.37,3.71,2.67,3.67
2239130,Reviver,https://store.steampowered.com/app/2239130,29.95,2.17,6.27,2.05,2.03,3.56,4.68,2.05,6.6
1859720,Discolored 2,https://store.steampowered.com/app/1859720,31.09,9.14,6.21,0.96,1.7,12.35,8.43,9.71,9.95
2835110,Sea Fantasy,https://store.steampowered.com/app/2835110,8.88,1.4,1.71,1.08,1.85,0.72,1.86,1.91,2.43
3105150,Near-Death-Expedition,https://store.steampowered.com/app/3105150,31.05,0.68,5.91,3.43,9.83,6.43,8.79,0.51,8.33
3035990,Misericorde Volume Two: White Wool & Snow,https://store.steampowered.com/app/3035990,30.84,8.99,3.79,1.01,0.66,7.79,10.76,6.13,8.75
3323500,Half Away,https://store.steampowered.com/app/3323500,29.21,5.17,6.62,3.49,10.02,5.3,4.79,5.66,8.78
2277870,The Midnight Crimes,https://store.steampowered.com/app/2277870,33.51,0.4,5.16,2.02,5.59,2.9,11.39,7.62,8.57
3319780,Encounter,https://store.steampowered.com/app/3319780,21.96,7.03,4.7,0.0,0.0,2.16,1.8,0.0,4.71
2660260,Castaway Hand,https://store.steampowered.com/app/2660260,28.94,5.23,3.98,5.81,9.25,4.89,2.12,4.15,8.05
2875990,Dream & Sugar,https://store.steampowered.com/app/2875990,32.71,0.98,7.5,0.61,6.24,7.94,4.74,2.33,7.88
2290890,Endless Dark,https://store.steampowered.com/app/2290890,35.05,9.74,5.46,3.07,5.34,8.6,7.31,2.47,9.63
2976870,Taiwan Love Story⁵,https://store.steampowered.com/app/2976870,20.89,1.16,3.49,0.69,3.49,6.69,5.32,7.24,6.12
1360810,Office Life,https://store.steampowered.com/app/1360810,17.5,2.85,3.67,1.82,13.74,6.71,7.47,6.81,7.57
3313310,Fishing The Abyss,https://store.steampowered.com/app/3313310,20.55,8.71,3.72,0.0,1.91,6.67,4.14,0.0,5.71
3057290,Furry Adventure Club and the Holy Grail 🦁,https://store.steampowered.com/app/3057290,15.91,6.08,3.05,0.94,0.64,4.01,3.86,6.01,5.06
2601580,Paradise's Secrets,https://store.steampowered.com/app/2601580,30.01,1.46,4.99,0.23,3.45,6.8,9.86,10.12,8.36
2137880,Ink Inside,https://store.steampowered.com/app/2137880,19.34,3.04,5.2,0.07,0.0,4.08,3.02,3.98,4.84
3188050,Mini Mini Golf Golf,https://store.steampowered.com/app/3188050,31.2,0.76,4.58,1.06,4.54,6.96,6.11,5.66,7.61
1507120,The Spirit of the Samurai,https://store.steampowered.com/app/1507120,15.64,1.28,3.24,0.81,0.0,3.31,2.28,5.5,4.01
1549440,MeiQi 2019,https://store.steampowered.com/app/1549440,20.77,1.45,3.44,0.0,0.88,1.31,12.84,11.93,6.58
3220830,Dusk Pub,https://store.steampowered.com/app/3220830,14.64,0.11,1.99,0.0,1.36,6.04,7.01,3.79,4.37
3238510,Fledgling Manor,https://store.steampowered.com/app/3238510,28.7,0.0,4.26,0.0,1.39,7.66,1.84,0.0,5.48
2522920,Rise & Muse,https://store.steampowered.com/app/2522920,16.14,4.9,3.37,1.38,0.0,2.83,3.58,8.08,5.04
2636560,CELL 0: Cyber Entertainment Leisure Lounge,https://store.steampowered.com/app/2636560,31.64,7.49,5.14,2.51,6.5,6.41,8.59,6.49,9.35
1919600,Paper Perjury,https://store.steampowered.com/app/1919600,28.67,7.03,3.85,0.46,1.99,5.33,18.51,18.23,10.51
3143760,Marry a Deep One: Innsmouth Simulator,https://store.steampowered.com/app/3143760,33.34,12.62,5.89,0.81,4.62,18.16,11.35,13.97,12.6
3248650,JOBifAI,https://store.steampowered.com/app/3248650,18.09,0.0,3.77,0.0,0.48,1.54,7.11,0.0,3.87
3247080,UNLIGHT:Revive,https://store.steampowered.com/app/3247080,21.62,2.19,4.51,1.94,1.52,10.83,2.41,7.07,6.51
3257360,Couple-Cultivation Saves the World,https://store.steampowered.com/app/3257360,18.17,0.27,4.15,1.45,7.33,5.82,6.35,9.64,6.65
3227140,Supersize My Heart,https://store.steampowered.com/app/3227140,16.03,4.52,1.9,0.33,2.02,8.3,9.29,10.89,6.66
950620,Priest Simulator: Vampire Show,https://store.steampowered.com/app/950620,25.86,7.0,2.84,0.46,0.0,7.58,6.24,5.55,6.94
2000210,Mythwrecked: Ambrosia Island,https://store.steampowered.com/app/2000210,21.82,1.8,4.47,3.44,6.69,6.13,0.66,8.23,6.66
2828270,Honor Bound,https://store.steampowered.com/app/2828270,33.38,4.22,4.0,4.25,10.82,10.48,13.28,15.43,11.98
2852480,DETECTIVE - The Motel,https://store.steampowered.com/app/2852480,26.06,5.44,4.36,0.0,1.07,4.56,10.83,9.28,7.7
3355510,Kill Dee,https://store.steampowered.com/app/3355510,23.39,1.02,2.75,0.38,0.0,6.05,4.75,4.39,5.34
3290470,Detective CrimeBot 2: Criminal Case,https://store.steampowered.com/app/3290470,22.64,0.0,3.01,0.23,4.25,1.48,13.57,13.9,7.38
2559550,ZXC,https://store.steampowered.com/app/2559550,30.27,2.12,4.79,3.14,6.13,2.8,8.4,3.83,7.68
2785200,Unknown Tapes,https://store.steampowered.com/app/2785200,18.57,0.0,3.1,0.47,0.0,1.27,0.0,0.0,2.93
2948310,The House of Da Vinci VR,https://store.steampowered.com/app/2948310,21.47,6.54,4.93,0.0,0.0,0.0,6.94,3.17,5.38
3293660,Cartier 06,https://store.steampowered.com/app/3293660,37.1,4.81,5.26,1.96,4.86,5.85,11.52,11.9,10.41
2310440,Cryspace,https://store.steampowered.com/app/2310440,27.54,0.75,5.46,2.1,7.66,13.62,3.51,2.45,7.89
2708270,MINE MEMORY,https://store.steampowered.com/app/2708270,34.46,1.46,6.59,3.23,6.44,7.86,7.14,5.7,9.11
2544570,LumineNight,https://store.steampowered.com/app/2544570,25.12,5.62,4.57,0.0,1.89,4.44,10.83,7.87,7.54
1507580,Enigma of Fear,https://store.steampowered.com/app/1507580,36.47,8.01,7.55,1.03,3.35,8.0,13.18,13.06,11.33
2485910,Sol,https://store.steampowered.com/app/2485910,39.8,7.92,7.42,0.46,7.28,9.26,10.24,1.63,10.5
2988400,Temple of Shadows,https://store.steampowered.com/app/2988400,26.71,3.0,4.79,0.77,1.65,2.98,9.44,7.73,7.13
2458310,New Arc Line,https://store.steampowered.com/app/2458310,31.62,7.64,4.48,2.54,8.56,12.76,11.86,17.66,12.14
2263980,Memories: Millennium Girl,https://store.steampowered.com/app/2263980,27.35,2.63,5.78,2.19,8.21,7.09,2.83,5.11,7.65
2067310,Neon Blood,https://store.steampowered.com/app/2067310,30.5,8.68,3.59,2.08,3.51,8.8,13.61,17.72,11.06
2644400,Irritated Mind: Fear of Warehouse,https://store.steampowered.com/app/2644400,46.65,5.58,7.65,1.26,1.93,8.98,9.62,2.77,10.56
2944750,The Strange City,https://store.steampowered.com/app/2944750,38.13,8.71,6.31,2.31,5.25,6.07,10.54,8.8,10.76
3269860,Locomotive 115,https://store.steampowered.com/app/3269860,29.77,3.03,3.08,2.94,0.0,5.41,7.43,2.47,6.77
2019300,Dokimon: Quest,https://store.steampowered.com/app/2019300,14.45,3.08,3.19,1.76,3.37,3.3,3.78,2.75,4.46
919360,Alaloth: Champions of The Four Kingdoms,https://store.steampowered.com/app/919360,27.36,7.94,4.18,2.29,2.25,5.59,7.76,10.84,8.53
2187730,IHAS,https://store.steampowered.com/app/2187730,14.97,0.0,3.06,0.45,2.31,1.03,3.68,0.0,3.19
3009920,Cook For Love,https://store.steampowered.com/app/3009920,18.68,2.8,3.17,1.05,3.39,4.18,5.4,4.64,5.41
2899980,Graces: Posthumous Wish,https://store.steampowered.com/app/2899980,33.23,5.59,4.45,1.41,3.17,5.19,8.0,7.73,8.6
3140130,KUUKIYOMI 4: Consider It,https://store.steampowered.com/app/3140130,26.61,11.77,3.91,0.02,5.96,7.66,7.31,10.25,9.19
2826890,Fight Back The Night,https://store.steampowered.com/app/2826890,25.34,7.55,3.82,1.28,0.0,5.83,5.43,7.59,7.1
2328540,Incantation,https://store.steampowered.com/app/2328540,31.25,5.69,5.32,0.7,3.47,9.25,7.19,3.63,8.31
2614580,Inspector Waffles Early Days,https://store.steampowered.com/app/2614580,16.34,6.36,2.55,0.0,0.0,1.53,13.12,11.6,6.44
2191680,Mistwinter Bay,https://store.steampowered.com/app/2191680,32.62,10.16,4.89,3.68,11.69,11.84,13.83,31.51,15.03
2742840,Saturn,https://store.steampowered.com/app/2742840,17.39,0.72,2.69,0.57,3.26,2.0,5.66,4.23,4.56
1182420,VED,https://store.steampowered.com/app/1182420,26.2,5.64,5.51,3.23,6.97,6.62,7.9,12.02,9.26
3000310,Cain × Nica,https://store.steampowered.com/app/3000310,23.65,3.79,4.2,1.12,0.0,8.63,0.33,4.63,5.79
2954780,Nightmare House: The Original Mod,https://store.steampowered.com/app/2954780,28.72,0.0,5.62,1.55,0.0,3.74,1.74,0.0,5.17
1225200,NAIRI: Rising Tide,https://store.steampowered.com/app/1225200,19.94,6.68,3.79,0.91,3.2,3.43,10.05,9.83,7.23
2318070,Little Big Adventure – Twinsen’s Quest,https://store.steampowered.com/app/2318070,10.38,0.0,3.12,0.0,0.0,1.09,2.63,0.0,2.15
2660250,49 Keys,https://store.steampowered.com/app/2660250,35.72,9.07,6.66,0.22,1.15,4.1,6.47,4.89,8.54
2819750,Deathless Death,https://store.steampowered.com/app/2819750,35.01,7.03,4.71,1.4,2.35,10.16,6.79,9.96,9.68
2852590,Fatal Falls,https://store.steampowered.com/app/2852590,40.28,2.2,5.6,1.63,2.59,7.43,10.61,6.84,9.65
3175310,Bible Puzzle,https://store.steampowered.com/app/3175310,14.42,2.9,3.38,0.06,0.0,4.84,0.0,0.0,3.2
3224380,Retail Mage,https://store.steampowered.com/app/3224380,16.84,3.45,3.35,0.0,0.0,3.94,6.68,2.37,4.58
1864950,Beastieball,https://store.steampowered.com/app/1864950,7.77,0.0,1.48,0.15,0.0,8.2,5.52,4.55,3.46
2300340,Night Stones,https://store.steampowered.com/app/2300340,22.1,6.51,4.32,2.57,5.91,6.25,3.84,8.61,7.51
1982940,HeistGeist,https://store.steampowered.com/app/1982940,20.13,0.76,2.71,0.25,0.94,5.22,9.71,6.38,5.76
3136150,Dates & Wires: Augmented Edition,https://store.steampowered.com/app/3136150,31.47,5.38,4.25,0.54,4.68,7.25,11.59,9.07,9.28
3072450,FAKEBOOK,https://store.steampowered.com/app/3072450,27.31,4.19,4.87,1.46,13.3,13.53,8.96,9.47,10.39
2675690,Single Espresso,https://store.steampowered.com/app/2675690,19.91,5.61,2.61,0.84,4.92,5.97,10.3,9.87,7.5
3130440,Unterholz,https://store.steampowered.com/app/3130440,37.07,14.36,4.66,3.3,5.42,7.13,9.09,11.05,11.51
3169750,TIME TO STARⅡ偶像之路终极版,https://store.steampowered.com/app/3169750,15.46,0.0,3.37,0.84,6.99,5.6,7.55,6.65,5.81
1671740,Two Falls (Nishu Takuatshina),https://store.steampowered.com/app/1671740,24.36,8.31,4.42,4.25,6.9,6.67,3.7,8.2,8.35
2947250,Select Oblige,https://store.steampowered.com/app/2947250,19.94,4.49,3.15,1.49,0.0,3.64,2.77,3.21,4.84
2719130,东方裁判梦~Rookie Attorney Legendry,https://store.steampowered.com/app/2719130,17.68,14.96,3.44,0.65,0.0,8.7,10.05,14.82,8.79
2669410,Metro Awakening,https://store.steampowered.com/app/2669410,33.43,0.0,5.31,1.68,5.76,2.84,8.82,5.37,7.9
1739900,Death of the Reprobate,https://store.steampowered.com/app/1739900,30.94,10.78,3.88,1.59,0.02,9.06,7.1,9.11,9.06
2809820,Dawn of the Ashen Queen,https://store.steampowered.com/app/2809820,24.07,2.11,2.98,3.29,4.71,5.61,8.08,14.19,8.13
3089700,Whiskey-Four,https://store.steampowered.com/app/3089700,31.05,2.29,3.26,2.79,3.75,8.74,8.85,8.94,8.71
2362090,Chicken Police: Into the HIVE!,https://store.steampowered.com/app/2362090,24.66,6.88,3.55,1.19,0.96,8.21,11.62,11.33,8.55
463730,Bioframe Outpost,https://store.steampowered.com/app/463730,26.88,2.72,4.69,1.61,4.12,1.34,7.87,1.48,6.34
2287330,Empire of the Ants,https://store.steampowered.com/app/2287330,10.62,4.13,1.46,2.42,2.38,7.44,6.16,9.98,5.57
2503180,Run From Mummies,https://store.steampowered.com/app/2503180,20.96,0.0,3.13,0.92,3.25,1.36,5.67,5.59,5.11
3126160,Nazar,https://store.steampowered.com/app/3126160,28.34,1.26,7.12,0.32,4.35,1.95,5.99,1.62,6.37
909470,Touch Type Tale - Strategic Typing,https://store.steampowered.com/app/909470,17.81,2.44,2.06,0.53,3.67,0.64,6.9,3.29,4.67
1414030,Valley of Shadow,https://store.steampowered.com/app/1414030,29.68,2.34,5.36,1.52,1.33,6.09,5.14,10.21,7.71
2508770,Farmagia,https://store.steampowered.com/app/2508770,15.82,1.21,2.94,1.29,0.56,3.03,3.69,4.97,4.19
1748600,Sainthood,https://store.steampowered.com/app/1748600,19.54,6.74,3.67,2.14,4.53,9.57,7.09,8.24,7.69
2919560,👑Idle Calibur：Zero💕（选王之剑：零）,https://store.steampowered.com/app/2919560,20.99,8.29,3.86,2.25,0.86,6.6,7.71,7.88,7.3
2732790,Blood On The Thames,https://store.steampowered.com/app/2732790,32.14,6.62,4.33,0.92,0.0,4.03,11.38,5.55,8.12
1164460,Monospaced Lovers,https://store.steampowered.com/app/1164460,27.58,4.24,4.31,1.73,2.33,5.03,6.12,2.17,6.69
3164390,Sarpedon,https://store.steampowered.com/app/3164390,26.37,9.92,4.99,1.39,4.06,3.46,1.53,0.0,6.46
2963550,Game of Fate: Chasing Through Time,https://store.steampowered.com/app/2963550,40.22,9.64,6.15,2.3,3.74,5.0,9.01,10.84,10.86
2137750,Frameland: A Binary Tale,https://store.steampowered.com/app/2137750,18.45,4.7,2.97,2.62,1.97,2.31,6.02,5.98,5.63
2877540,Heretical,https://store.steampowered.com/app/2877540,24.78,9.61,3.06,1.54,0.63,9.19,6.89,7.21,7.86
3255660,Requiem For a Lost World,https://store.steampowered.com/app/3255660,20.88,4.41,2.53,1.81,2.97,5.08,6.29,13.84,7.23
2840110,Dolls' Domain,https://store.steampowered.com/app/2840110,36.09,9.4,7.13,2.2,3.15,7.96,7.0,7.04,10.0
2786100,皎月坠落之时,https://store.steampowered.com/app/2786100,21.48,10.52,4.45,2.46,3.06,5.2,4.1,5.71,7.12
1777440,Kimi ga Nozomu Eien: Enhanced Edition,https://store.steampowered.com/app/1777440,20.21,2.45,3.76,0.96,6.13,5.53,2.08,0.0,5.14
3268080,Quadrober Simulator,https://store.steampowered.com/app/3268080,18.42,5.31,4.25,0.07,1.67,7.34,1.48,1.34,4.99
2933090,Breach the Abyss,https://store.steampowered.com/app/2933090,24.31,3.73,3.01,1.43,2.1,8.48,4.15,7.32,6.82
3145780,[ANOMALY TAPES]: Beyond Reality,https://store.steampowered.com/app/3145780,37.08,9.6,6.76,0.73,2.1,7.77,9.22,2.91,9.52
2442820,Ascending Inferno,https://store.steampowered.com/app/2442820,20.27,0.0,3.13,0.06,0.0,7.92,3.47,0.0,4.36
3177340,Tower of Madness,https://store.steampowered.com/app/3177340,33.1,7.2,5.51,0.81,0.0,7.05,4.1,2.99,7.6
3127480,CornField,https://store.steampowered.com/app/3127480,24.33,0.0,2.37,0.82,3.07,7.12,1.23,5.21,5.52
1781890,The Coma 2B: Catacomb,https://store.steampowered.com/app/1781890,30.28,1.15,5.31,0.82,2.86,2.45,6.22,2.14,6.4
3011020,Dreamless,https://store.steampowered.com/app/3011020,36.48,6.15,5.91,2.12,7.23,8.01,7.12,4.39,9.68
2810830,This Magical Girl is a B☆tch,https://store.steampowered.com/app/2810830,15.76,6.49,2.86,0.0,0.0,8.75,2.87,0.72,4.68
2911340,Mound of Music,https://store.steampowered.com/app/2911340,30.51,5.92,3.51,1.97,2.12,8.72,6.33,8.54,8.45
3059500,Portrait of a Torn,https://store.steampowered.com/app/3059500,35.24,6.35,6.73,4.54,3.15,8.24,5.59,8.24,9.76
2921150,Escape Tales: The Awakening,https://store.steampowered.com/app/2921150,30.13,1.17,5.56,0.49,0.69,1.4,6.94,0.0,5.8
1860320,Polygon of Reality,https://store.steampowered.com/app/1860320,40.42,7.48,5.75,1.68,7.43,6.29,8.12,11.83,11.12
2455640,Romancing SaGa 2: Revenge of the Seven,https://store.steampowered.com/app/2455640,12.58,4.39,0.91,2.68,0.0,3.48,6.53,14.97,5.69
1707710,Puppet House,https://store.steampowered.com/app/1707710,31.18,4.67,5.65,1.09,0.0,6.1,5.83,6.53,7.63
2978470,Where wh..?,https://store.steampowered.com/app/2978470,26.26,5.53,5.57,0.85,5.89,2.32,4.19,6.59,7.15
1407450,The World of Kungfu: Dragon and Eagle,https://store.steampowered.com/app/1407450,19.16,2.26,2.64,2.07,0.96,5.23,8.29,9.38,6.25
2730540,Card-en-Ciel,https://store.steampowered.com/app/2730540,19.35,2.27,3.3,0.5,0.27,4.85,6.15,2.19,4.86
2288150,ROMANCE OF THE THREE KINGDOMS 8 REMAKE,https://store.steampowered.com/app/2288150,25.99,8.36,3.53,2.9,2.44,3.95,12.43,21.12,10.09
1733080,Creatures Of War,https://store.steampowered.com/app/1733080,26.61,7.23,3.33,2.13,1.07,6.38,5.65,7.01,7.43
2815500,Stardust Demon,https://store.steampowered.com/app/2815500,16.89,4.07,3.39,0.19,0.58,5.9,4.2,8.56,5.47
1959390,Fear the Spotlight,https://store.steampowered.com/app/1959390,32.35,0.0,5.11,0.0,0.0,7.73,2.84,0.94,6.12
3197550,Demonophobia Company,https://store.steampowered.com/app/3197550,21.77,6.93,3.41,0.0,0.0,11.23,6.91,5.38,6.95
1648990,HorrorDriven: A story for the road,https://store.steampowered.com/app/1648990,39.5,6.55,5.33,3.92,9.57,4.29,9.07,8.04,10.78
2769080,Kong: Survivor Instinct,https://store.steampowered.com/app/2769080,19.67,2.74,2.55,3.64,0.0,3.01,1.73,5.71,4.88
2524700,Altarium,https://store.steampowered.com/app/2524700,26.73,4.18,4.58,1.23,1.87,12.61,4.72,7.48,7.92
3165520,Love Me or Die,https://store.steampowered.com/app/3165520,18.1,4.55,3.27,0.97,5.02,9.24,4.45,6.78,6.55
3242910,The Memory Machine,https://store.steampowered.com/app/3242910,27.48,5.82,4.78,1.99,2.73,7.73,6.66,11.15,8.54
2891870,Forgotten Hill: The Wardrobe,https://store.steampowered.com/app/2891870,31.33,9.85,5.93,1.23,3.02,8.18,4.6,9.12,9.16
3027620,Kakenuke★Forward to Our Sparking Youth!,https://store.steampowered.com/app/3027620,23.01,2.01,3.96,0.46,6.14,12.48,8.34,3.64,7.51
3173890,Half Billion: Love Choice,https://store.steampowered.com/app/3173890,24.93,1.47,5.82,0.0,9.61,3.56,6.26,0.0,6.46
1014260,Passageway of the Ancients,https://store.steampowered.com/app/1014260,19.43,3.63,2.85,1.19,1.01,4.3,8.54,5.76,5.84
3021540,Starborne: Frontiers,https://store.steampowered.com/app/3021540,16.85,4.66,2.07,1.82,3.78,6.71,6.32,10.58,6.6
2025310,Sigh of the Abyss,https://store.steampowered.com/app/2025310,34.98,9.54,4.82,2.09,4.18,9.84,7.76,6.7,9.99
3214910,The Fox Hare Disaster: Chapter One,https://store.steampowered.com/app/3214910,20.74,1.6,3.72,0.17,0.0,3.42,6.42,1.53,4.7
2880460,Terroro,https://store.steampowered.com/app/2880460,39.56,3.16,7.22,1.72,2.49,8.89,5.26,4.45,9.09
3082310,PixelQuest - Herb's Adventure,https://store.steampowered.com/app/3082310,17.28,5.27,3.49,0.39,0.0,4.13,8.31,1.25,5.02
2103510,Spear Song,https://store.steampowered.com/app/2103510,14.1,5.54,2.48,1.55,0.0,3.99,4.52,5.58,4.72
1290980,Extra Coin,https://store.steampowered.com/app/1290980,22.73,1.05,3.71,0.53,7.46,6.09,4.53,3.69,6.22
2120070,Pro Philosopher 2: Governments & Grievances,https://store.steampowered.com/app/2120070,27.3,12.72,2.99,1.94,2.51,8.61,15.3,19.51,11.36
968800,Necro Story,https://store.steampowered.com/app/968800,18.48,0.0,2.63,0.0,0.0,4.45,6.05,3.71,4.42
3053420,An Unexpectedly Green Journey,https://store.steampowered.com/app/3053420,23.4,10.1,3.19,1.91,3.27,9.71,5.5,8.84,8.24
2353130,刻印战记2：七圣英雄,https://store.steampowered.com/app/2353130,20.91,2.46,3.06,3.64,6.53,3.29,6.69,13.74,7.54
2372330,Poetry of Blood: Eclipse,https://store.steampowered.com/app/2372330,17.53,0.05,3.14,0.47,0.0,4.01,1.2,0.0,3.3
2915460,OneShot: World Machine Edition,https://store.steampowered.com/app/2915460,19.86,0.1,4.09,1.27,3.01,3.56,3.45,5.14,5.06
1691190,Rogue Waters,https://store.steampowered.com/app/1691190,14.73,4.8,1.75,2.61,0.12,6.77,1.67,5.64,4.76
2928700,exclusive memory,https://store.steampowered.com/app/2928700,33.5,3.06,6.16,3.04,5.14,4.01,6.66,4.69,8.28
3042660,The Villainess Is Adored by the Prince of the Neighbor Kingdom,https://store.steampowered.com/app/3042660,19.36,4.19,4.0,2.07,1.89,4.61,2.45,5.34,5.49
3189460,9 Years of Dreaming,https://store.steampowered.com/app/3189460,37.16,0.0,8.34,2.56,6.44,4.64,4.93,5.56,8.7
2532770,Dragonero,https://store.steampowered.com/app/2532770,22.69,5.38,2.76,2.6,1.85,4.44,5.4,12.07,7.15
2380320,Choice of Life: Wild Islands,https://store.steampowered.com/app/2380320,27.63,5.54,3.41,4.95,5.25,4.57,1.92,2.38,6.96
2878060,Survival Story,https://store.steampowered.com/app/2878060,33.96,1.15,3.98,3.06,6.27,5.31,5.39,5.75,8.11
2596650,Bootlegger: Moonshine Empire,https://store.steampowered.com/app/2596650,26.6,4.8,2.56,0.7,1.48,9.69,13.93,8.2,8.5
1372000,Flowstone Saga,https://store.steampowered.com/app/1372000,15.55,3.15,3.97,0.12,0.0,1.83,6.51,3.16,4.29
2539620,The Sun Shines Over Us,https://store.steampowered.com/app/2539620,34.08,1.05,5.82,1.25,4.63,10.13,3.94,7.3,8.52
2445090,Keepers of Astraela,https://store.steampowered.com/app/2445090,32.82,4.63,6.19,1.96,1.5,5.38,3.92,6.2,7.82
1048350,Nigate Tale,https://store.steampowered.com/app/1048350,19.86,5.78,3.85,1.04,0.78,3.43,6.1,0.09,5.12
1543710,Beyond Galaxyland,https://store.steampowered.com/app/1543710,18.45,3.17,3.62,0.58,3.66,2.84,3.32,6.19,5.23
2733820,No Ghost in Circus Caravan,https://store.steampowered.com/app/2733820,24.96,0.0,4.14,0.47,1.29,7.0,6.24,2.23,5.79
1866980,Worlds of Aria,https://store.steampowered.com/app/1866980,24.6,9.75,3.78,2.83,5.71,12.11,11.72,17.86,11.04
3110080,obi3011-prologue,https://store.steampowered.com/app/3110080,22.15,4.04,5.52,2.57,5.89,2.76,2.74,2.74,6.05
2445990,Bloomtown: A Different Story,https://store.steampowered.com/app/2445990,23.19,2.99,4.37,0.14,4.2,8.42,6.67,4.51,6.81
2962680,Far Horizon,https://store.steampowered.com/app/2962680,18.65,7.84,2.66,2.43,4.21,4.04,6.88,2.88,6.2
2953030,Princess of Destruction | 滅ぼし姫,https://store.steampowered.com/app/2953030,18.95,4.27,2.38,1.53,0.26,9.04,7.77,7.05,6.41
1579390,Spiral,https://store.steampowered.com/app/1579390,37.97,4.9,6.59,2.24,8.19,9.08,6.88,2.25,9.76
2085890,Rats in a Cage,https://store.steampowered.com/app/2085890,26.37,5.23,2.63,0.0,2.24,10.47,14.07,9.05,8.76
2767990,Whispers of Prague: The Executioner's Last Cut,https://store.steampowered.com/app/2767990,35.04,5.64,4.43,0.86,3.82,2.65,10.43,7.65,8.82
3096050,Scary Shadow Spot - Last Farewell,https://store.steampowered.com/app/3096050,37.26,0.0,6.65,0.76,2.11,7.39,0.24,1.23,6.96
3169000,RECORD_DrowsyVortex,https://store.steampowered.com/app/3169000,40.35,5.16,6.91,4.54,7.83,5.51,6.62,1.97,9.86
1695000,Rainbow Sea,https://store.steampowered.com/app/1695000,22.94,4.05,4.6,1.83,3.72,3.13,1.79,3.54,5.7
2332240,Beyond Shadowgate,https://store.steampowered.com/app/2332240,22.21,3.5,2.92,1.85,3.43,5.3,5.22,6.68,6.39
