game_id,title,steam_link,keyword_evaluation_Autobiographisch,keyword_evaluation_Werke,keyword_evaluation_Figuren,keyword_evaluation_K_E_Total,embedding_evaluation_kafkaesque,embedding_evaluation_absurd,embedding_evaluation_surreal,embedding_evaluation_displaced,embedding_evaluation_isolated,embedding_evaluation_alienated,embedding_evaluation_bureaucratic,embedding_evaluation_civil service,embedding_evaluation_Embedding_Total,keyword_rescaled,embedding_rescaled,baseline_combined_rescaled,generative_evaluation_krauss_1_definition_x,generative_evaluation_krauss_2_kontrast_x,generative_evaluation_krauss_3_beispiel_rossmann_x,generative_evaluation_krauss_4_schluss_x,generative_evaluation_NLI_Total_x,generative_evaluation_krauss_1_definition_y,generative_evaluation_krauss_2_kontrast_y,generative_evaluation_krauss_3_beispiel_rossmann_y,generative_evaluation_krauss_4_schluss_y,generative_evaluation_NLI_Total_y
1000000,ASCENXION,https://store.steampowered.com/app/1000000,0.0,0.0,0.0,0.0,22.36,2.29,3.0,1.69,4.25,2.37,4.57,7.17,5.96,41.97,41.42,41.69,,,,,,,,,,
1000030,"Cook, Serve, Delicious! 3?!",https://store.steampowered.com/app/1000030,0.0,0.0,0.0,0.0,11.36,0.13,1.26,0.0,0.0,0.65,4.26,0.0,2.21,41.97,11.94,26.96,,,,,,1.07,99.47,0.02,99.69,50.06
1000700,Insomnis,https://store.steampowered.com/app/1000700,0.0,0.0,0.0,0.0,31.25,4.16,5.83,1.12,1.95,7.18,7.22,4.57,7.91,41.97,62.53,52.25,,,,,,,,,,
1001880,aMAZE Valentine,https://store.steampowered.com/app/1001880,0.0,0.0,0.0,0.0,23.84,0.0,4.18,0.0,0.74,3.0,3.88,0.0,4.46,41.97,26.75,34.36,,,,,,,,,,
1001980,Archeo: Shinar,https://store.steampowered.com/app/1001980,0.0,13.18,0.0,3.56,27.43,3.9,3.96,2.2,4.49,4.94,11.85,7.86,8.33,98.93,66.75,82.84,,,,,,,,,,
1003090,Through the Darkest of Times,https://store.steampowered.com/app/1003090,0.0,0.0,0.0,0.0,37.8,6.79,3.13,3.13,4.34,12.72,9.91,15.36,11.65,41.97,89.65,65.81,,,,,,,,,,
1003890,Blacksad: Under the Skin,https://store.steampowered.com/app/1003890,0.0,2.77,0.0,0.75,28.31,5.02,3.73,0.25,0.13,8.36,11.3,6.49,7.95,66.79,62.94,64.87,,,,,,,,,,
1004370,Paper Cut Mansion,https://store.steampowered.com/app/1004370,0.0,0.0,5.55,2.25,25.78,3.62,4.83,0.6,2.13,4.87,10.77,6.35,7.37,93.96,56.81,75.39,,,,,,,,,,
1005120,Touhou Genso Wanderer -Lotus Labyrinth R-,https://store.steampowered.com/app/1005120,0.0,4.39,0.0,1.19,15.81,1.87,2.4,1.14,6.52,5.64,9.98,5.08,6.05,78.57,42.38,60.48,,,,,,,,,,
1008860,Repella Fella,https://store.steampowered.com/app/1008860,0.0,0.0,0.0,0.0,29.92,0.44,3.57,4.24,4.01,3.94,4.31,8.12,7.32,41.97,56.27,49.12,,,,,,,,,,
1009750,Flappatron,https://store.steampowered.com/app/1009750,0.0,0.0,0.0,0.0,20.99,4.42,4.06,0.45,2.26,4.14,2.19,1.8,5.04,41.97,32.04,37.01,,,,,,,,,,
1010850,東方翠神廻廊 〜 Faith in the Goddess of Suwa.,https://store.steampowered.com/app/1010850,0.0,0.0,0.0,0.0,18.75,3.82,3.4,1.0,4.27,6.62,5.68,3.99,5.94,41.97,41.21,41.59,,,,,,,,,,
1011290,Hotel R'n'R,https://store.steampowered.com/app/1011290,0.0,0.0,0.0,0.0,20.54,3.72,3.29,0.68,1.63,9.4,4.59,7.0,6.36,41.97,45.75,43.86,,,,,,,,,,
1011390,Field of Glory: Empires,https://store.steampowered.com/app/1011390,0.0,0.0,0.0,0.0,10.24,4.29,1.56,1.76,5.37,1.44,8.15,15.31,6.02,41.97,42.06,42.02,,,,,,,,,,
1011420,Bus Mechanic Simulator,https://store.steampowered.com/app/1011420,0.0,0.0,0.0,0.0,18.19,5.44,2.36,0.34,0.0,1.29,11.04,6.74,5.68,41.97,38.46,40.22,,,,,,,,,,
1011510,Wizard And Minion Idle,https://store.steampowered.com/app/1011510,0.0,0.0,0.0,0.0,11.88,2.37,2.38,0.0,5.41,2.92,6.26,4.14,4.42,41.97,26.41,34.19,,,,,,,,,,
1011830,Rocwood Academy,https://store.steampowered.com/app/1011830,0.0,0.0,0.0,0.0,22.86,3.11,3.59,0.56,3.7,5.71,8.54,6.93,6.88,41.97,51.46,46.71,,,,,,,,,,
1012790,Into the Radius VR,https://store.steampowered.com/app/1012790,0.0,0.0,0.0,0.0,31.82,4.78,3.05,2.08,8.58,4.37,7.54,9.62,8.98,41.97,72.77,57.37,,,,,,,,,,
1012840,Moons of Madness,https://store.steampowered.com/app/1012840,0.0,0.0,0.0,0.0,31.01,4.35,5.52,1.38,1.85,8.43,10.44,4.95,8.49,41.97,68.3,55.13,,,,,,,,,,
1012880,60 Seconds! Reatomized,https://store.steampowered.com/app/1012880,0.0,0.0,0.0,0.0,26.31,0.0,2.68,3.6,2.04,3.24,2.04,3.38,5.41,41.97,35.69,38.83,,,,,,,,,,
1013140,Outcast - A New Beginning,https://store.steampowered.com/app/1013140,0.0,0.0,0.0,0.0,20.81,5.83,3.46,2.97,5.98,7.74,1.61,3.79,6.52,41.97,47.5,44.73,,,,,,,,,,
1014050,Hockey Manager 20|20,https://store.steampowered.com/app/1014050,0.0,0.0,0.0,0.0,10.91,0.0,2.13,1.1,3.84,2.74,10.29,9.67,5.08,41.97,32.43,37.2,,,,,,,,,,
1014260,Passageway of the Ancients,https://store.steampowered.com/app/1014260,0.0,0.0,22.18,8.99,19.43,3.63,2.85,1.19,1.01,4.3,8.54,5.76,5.84,100.0,40.14,70.07,,,,,,,,,,
1014750,Dupli_City,https://store.steampowered.com/app/1014750,0.0,0.0,0.0,0.0,23.85,0.28,3.49,0.25,6.31,10.41,7.43,18.27,8.79,41.97,71.08,56.53,,,,,,,,,,
1015130,Wounded - The Beginning,https://store.steampowered.com/app/1015130,0.0,2.77,0.0,0.75,33.81,0.0,4.79,3.13,2.7,7.91,5.5,4.53,7.8,66.79,61.39,64.09,,,,,,,,,,
1015430,The Dead Tree of Ranchiuna,https://store.steampowered.com/app/1015430,0.0,0.0,0.0,0.0,31.35,0.0,6.24,2.04,4.88,3.5,5.39,0.53,6.74,41.97,49.92,45.94,,,,,,,,,,
1015940,Welcome to Elk,https://store.steampowered.com/app/1015940,0.0,0.0,0.0,0.0,31.93,2.63,4.9,3.35,9.24,10.03,3.85,9.78,9.46,41.97,76.75,59.36,,,,,,,,,,
1016770,Interrogation: You will be deceived,https://store.steampowered.com/app/1016770,0.0,0.0,0.0,0.0,35.84,5.93,4.51,2.04,4.92,13.0,17.24,23.37,13.36,41.97,94.84,68.41,,,,,,,,,,
1017350,aMAZE St.Patrick,https://store.steampowered.com/app/1017350,0.0,0.0,0.0,0.0,19.92,0.0,3.11,0.0,0.0,2.01,3.89,0.0,3.62,41.97,20.15,31.06,,,,,,,,,,
10180,Call of Duty®: Modern Warfare® 2 (2009),https://store.steampowered.com/app/10180,0.0,0.0,0.0,0.0,11.92,0.0,1.79,1.21,1.43,1.22,2.85,4.49,3.11,41.97,16.78,29.37,,,,,,,,,,
1020030,Quantum Suicide,https://store.steampowered.com/app/1020030,0.0,2.77,0.0,0.75,30.68,5.62,3.81,1.21,2.19,9.0,3.14,2.15,7.22,66.79,55.19,60.99,,,,,,,,,,
1020050,Startup Valley Adventure,https://store.steampowered.com/app/1020050,0.0,2.77,0.0,0.75,26.2,1.72,3.93,0.7,6.71,5.76,8.42,2.49,6.99,66.79,52.67,59.73,,,,,,,,,,
1020790,NARUTO X BORUTO Ultimate Ninja STORM CONNECTIONS,https://store.steampowered.com/app/1020790,0.0,0.0,0.0,0.0,12.23,0.0,1.7,0.92,1.21,5.39,3.75,5.82,3.88,41.97,22.05,32.01,,,,,,,,,,
1020800,CAR TUNE: Project,https://store.steampowered.com/app/1020800,0.0,0.0,0.0,0.0,4.18,0.0,1.63,0.0,0.0,3.25,4.22,1.17,1.81,41.97,10.21,26.09,,,,,,0.04,13.44,0.04,3.46,4.24
1021100,Aircraft Carrier Survival,https://store.steampowered.com/app/1021100,0.0,0.0,0.0,0.0,14.72,3.05,0.81,1.87,0.56,3.1,4.73,6.5,4.42,41.97,26.41,34.19,,,,,,,,,,
1021950,When the Darkness comes,https://store.steampowered.com/app/1021950,0.0,2.77,0.0,0.75,39.59,0.0,6.35,1.47,3.47,8.05,3.51,3.76,8.28,66.79,66.26,66.53,,,,,,,,,,
1023140,Artificiality-人造物-,https://store.steampowered.com/app/1023140,0.0,0.0,0.0,0.0,27.79,1.54,5.42,1.93,2.46,2.58,5.18,2.95,6.23,41.97,44.33,43.15,,,,,,,,,,
1023550,Rogue Star Rescue,https://store.steampowered.com/app/1023550,0.0,0.0,0.0,0.0,13.92,3.69,1.56,2.45,2.26,5.94,2.99,6.84,4.96,41.97,31.28,36.63,,,,,,,,,,
1023690,Nurse Love Syndrome,https://store.steampowered.com/app/1023690,0.0,0.0,0.0,0.0,19.96,0.0,4.04,0.81,1.8,3.11,7.14,2.17,4.88,41.97,30.53,36.25,,,,,,,,,,
1024480,Immortal Realms: Vampire Wars,https://store.steampowered.com/app/1024480,0.0,0.0,0.0,0.0,26.19,4.35,4.08,1.33,3.18,6.66,4.8,8.46,7.38,41.97,56.92,49.44,,,,,,,,,,
1025960,BURIED STARS,https://store.steampowered.com/app/1025960,0.0,0.0,0.0,0.0,25.87,0.1,3.55,1.06,3.41,4.76,8.18,8.25,6.9,41.97,51.68,46.82,,,,,,,,,,
1027810,ZooKeeper,https://store.steampowered.com/app/1027810,0.0,0.0,0.0,0.0,13.55,0.0,1.41,0.36,2.93,2.61,8.01,4.54,4.18,41.97,24.41,33.19,,,,,,,,,,
1028310,BOOK OF HOURS,https://store.steampowered.com/app/1028310,0.0,0.0,0.0,0.0,26.79,8.65,3.89,0.0,2.84,2.92,11.27,7.56,7.99,41.97,63.35,52.66,,,,,,,,,,
1028730,Creo God Simulator,https://store.steampowered.com/app/1028730,0.0,0.0,0.0,0.0,9.94,2.48,2.47,0.26,2.27,8.93,4.47,12.87,5.46,41.97,36.2,39.08,,,,,,,,,,
1029630,Power & Revolution 2019 Edition,https://store.steampowered.com/app/1029630,0.0,0.0,0.0,0.0,30.23,0.0,3.98,2.87,10.96,5.62,17.05,31.47,12.77,41.97,93.41,67.69,,,,,,,,,,
1029780,Going Medieval,https://store.steampowered.com/app/1029780,0.0,0.0,0.0,0.0,25.5,4.55,3.58,2.33,9.25,8.95,10.87,12.98,9.75,41.97,78.95,60.46,,,,,,,,,,
1029890,Layers of Fear 2 (2019),https://store.steampowered.com/app/1029890,0.0,0.0,0.0,0.0,34.09,1.45,5.81,1.99,5.08,7.93,3.92,2.61,7.86,41.97,62.01,51.99,,,,,,,,,,
1030060,Seed of Life,https://store.steampowered.com/app/1030060,0.0,0.0,0.0,0.0,19.26,1.16,3.8,0.5,1.53,1.64,0.11,0.0,3.5,41.97,19.31,30.64,,,,,,,,,,
1030310,Table of Tales: The Crooked Crown,https://store.steampowered.com/app/1030310,0.0,0.0,0.0,0.0,21.34,10.55,3.88,0.2,0.0,6.7,4.4,3.08,6.27,41.97,44.77,43.37,,,,,,,,,,
1031440,TOKYO CHRONOS,https://store.steampowered.com/app/1031440,0.0,0.0,0.0,0.0,33.14,3.9,5.93,2.34,8.5,3.39,6.57,4.85,8.58,41.97,69.15,55.56,,,,,,,,,,
1031480,TouHou Makuka Sai ~ Fantastic Danmaku Festival Part II,https://store.steampowered.com/app/1031480,0.0,0.0,0.0,0.0,17.67,3.99,2.58,1.41,0.0,4.54,4.06,0.98,4.4,41.97,26.24,34.1,,,,,,,,,,
1031540,aMAZE Lunar,https://store.steampowered.com/app/1031540,0.0,0.0,0.0,0.0,18.36,0.0,3.41,0.0,0.77,1.77,4.29,0.0,3.58,41.97,19.87,30.92,,,,,,,,,,
1031570,Hookshot,https://store.steampowered.com/app/1031570,0.0,0.0,0.0,0.0,10.75,0.0,1.6,0.0,0.0,2.1,2.66,0.0,2.14,41.97,11.62,26.8,,,,,,0.13,4.01,0.01,70.27,18.6
1032590,Heaven Dust,https://store.steampowered.com/app/1032590,0.0,0.0,0.0,0.0,26.73,0.0,3.71,0.0,0.0,2.59,4.07,0.06,4.65,41.97,28.43,35.2,,,,,,,,,,
1032690,Once a Tale,https://store.steampowered.com/app/1032690,0.0,0.0,0.0,0.0,19.55,5.15,4.37,1.37,1.11,5.25,0.79,4.13,5.22,41.97,33.79,37.88,,,,,,,,,,
1032830,Eldervale,https://store.steampowered.com/app/1032830,0.0,0.0,0.0,0.0,37.31,0.82,5.79,2.09,6.59,7.24,5.77,3.28,8.61,41.97,69.43,55.7,,,,,,,,,,
1033080,Letters - a written adventure,https://store.steampowered.com/app/1033080,0.0,0.0,0.0,0.0,17.19,2.96,3.95,0.5,4.39,6.65,2.36,0.0,4.75,41.97,29.33,35.65,,,,,,,,,,
1033780,Lootbox Lyfe,https://store.steampowered.com/app/1033780,0.0,0.0,0.0,0.0,24.99,5.62,3.22,1.89,6.35,5.3,6.75,5.49,7.45,41.97,57.67,49.82,,,,,,,,,,
1033930,Animal Doctor,https://store.steampowered.com/app/1033930,0.0,0.0,0.0,0.0,15.7,1.99,2.63,1.29,2.93,1.86,10.51,3.81,5.09,41.97,32.53,37.25,,,,,,,,,,
1034850,Best Friend Forever,https://store.steampowered.com/app/1034850,0.0,0.0,0.0,0.0,18.04,2.22,3.99,1.15,5.46,7.57,2.94,2.26,5.45,41.97,36.1,39.03,,,,,,,,,,
1035050,Alt-Frequencies,https://store.steampowered.com/app/1035050,0.0,0.0,0.0,0.0,30.53,4.83,4.08,1.15,7.21,8.94,9.41,11.47,9.7,41.97,78.59,60.28,,,,,,,,,,
1035110,Moonrise Fall,https://store.steampowered.com/app/1035110,0.0,0.0,0.0,0.0,29.06,2.52,5.65,1.34,5.82,1.89,8.0,5.61,7.49,41.97,58.1,50.04,,,,,,,,,,
1035310,Outbreak: Lost Hope,https://store.steampowered.com/app/1035310,0.0,0.0,0.0,0.0,32.27,0.63,4.02,3.14,2.86,5.1,3.37,0.0,6.42,41.97,46.4,44.19,,,,,,,,,,
1035660,Chromosome Evil,https://store.steampowered.com/app/1035660,0.0,0.0,0.0,0.0,28.0,0.0,3.57,2.72,1.07,5.05,4.99,3.76,6.14,41.97,43.35,42.66,,,,,,,,,,
1035990,Dialtown: Phone Dating Sim,https://store.steampowered.com/app/1035990,0.0,0.0,0.0,0.0,12.28,3.7,2.75,0.0,5.12,2.74,4.05,0.0,3.83,41.97,21.68,31.82,,,,,,,,,,
1036240,Definitely Not Fried Chicken,https://store.steampowered.com/app/1036240,0.0,0.0,0.0,0.0,12.73,0.0,1.87,0.0,4.48,4.35,15.15,7.04,5.7,41.97,38.67,40.32,,,,,,,,,,
1037120,Mutropolis,https://store.steampowered.com/app/1037120,0.0,0.0,0.0,0.0,15.25,4.45,2.87,0.0,1.39,0.0,5.9,3.02,4.11,41.97,23.84,32.91,,,,,,,,,,
1038450,Nancy Drew®: Midnight in Salem,https://store.steampowered.com/app/1038450,0.0,0.0,0.0,0.0,24.98,3.7,4.32,0.06,0.0,5.01,4.46,6.32,6.11,41.97,43.03,42.5,,,,,,,,,,
1039100,No Place for Bravery,https://store.steampowered.com/app/1039100,0.0,0.0,0.0,0.0,26.92,9.78,3.47,4.75,3.45,7.57,3.89,6.61,8.3,41.97,66.46,54.21,,,,,,,,,,
1040070,Merchant of the Skies,https://store.steampowered.com/app/1040070,0.0,0.0,0.0,0.0,16.81,1.36,3.13,1.2,6.11,1.95,8.06,4.48,5.39,41.97,35.49,38.73,,,,,,,,,,
1040230,Curious Expedition 2,https://store.steampowered.com/app/1040230,0.0,0.0,0.0,0.0,25.96,9.95,4.05,2.48,6.48,5.71,7.65,3.0,8.16,41.97,65.07,53.52,,,,,,,,,,
1041210,Mission: It's Complicated,https://store.steampowered.com/app/1041210,0.0,0.0,0.0,0.0,26.51,4.55,4.31,0.84,1.17,5.32,10.09,5.98,7.35,41.97,56.6,49.28,,,,,,,,,,
1041720,Kingdoms of Amalur: Re-Reckoning,https://store.steampowered.com/app/1041720,0.0,0.0,0.0,0.0,21.91,2.03,3.45,2.08,1.54,1.05,3.78,3.07,4.86,41.97,30.34,36.16,,,,,,,,,,
1042380,Hundred Days - Winemaking Simulator,https://store.steampowered.com/app/1042380,0.0,0.0,0.0,0.0,13.59,0.0,2.09,0.0,4.69,3.68,9.11,2.58,4.47,41.97,26.84,34.4,,,,,,,,,,
1042960,We Are The Caretakers,https://store.steampowered.com/app/1042960,0.0,0.0,0.0,0.0,24.08,3.2,2.72,3.02,4.26,8.4,11.88,14.73,9.04,41.97,73.29,57.63,,,,,,,,,,
1043260,Gladiator Guild Manager,https://store.steampowered.com/app/1043260,0.0,0.0,0.0,0.0,19.72,0.0,1.78,1.48,3.72,5.22,7.82,11.99,6.47,41.97,46.95,44.46,,,,,,,,,,
1043430,Tidal Tribe,https://store.steampowered.com/app/1043430,0.0,0.0,0.0,0.0,18.09,2.42,3.37,0.48,5.45,2.39,7.2,7.14,5.82,41.97,39.93,40.95,,,,,,,,,,
1043810,Tactical Breach Wizards,https://store.steampowered.com/app/1043810,0.0,2.77,0.0,0.75,19.76,2.67,2.47,0.91,0.19,5.67,12.73,11.69,7.01,66.79,52.89,59.84,,,,,,,,,,
1044040,Survive the Blackout,https://store.steampowered.com/app/1044040,0.0,0.0,0.0,0.0,35.15,3.61,3.78,4.91,6.94,6.44,5.2,10.04,9.51,41.97,77.15,59.56,,,,,,,,,,
1044340,The 7th Guest: 25th Anniversary Edition,https://store.steampowered.com/app/1044340,0.0,0.0,0.0,0.0,20.96,0.0,5.19,0.54,0.0,2.63,0.59,0.93,3.86,41.97,21.9,31.94,,,,,,,,,,
1044720,Farthest Frontier,https://store.steampowered.com/app/1044720,0.0,0.0,0.0,0.0,18.47,5.77,2.94,1.3,6.03,4.09,10.79,12.18,7.7,41.97,60.34,51.15,,,,,,,,,,
1044980,Mech Mechanic Simulator,https://store.steampowered.com/app/1044980,0.0,0.0,0.0,0.0,1.17,0.0,0.0,0.0,0.37,0.0,5.75,8.82,2.01,41.97,11.05,26.51,,,,,,1.07,99.47,0.03,99.69,50.06
1045180,Shattered - Tale of the Forgotten King,https://store.steampowered.com/app/1045180,0.0,0.0,0.0,0.0,25.8,7.34,5.08,2.89,3.42,4.49,2.76,8.19,7.5,41.97,58.21,50.09,,,,,,,,,,
1046790,Eternal Threads,https://store.steampowered.com/app/1046790,0.0,0.0,0.0,0.0,30.37,3.21,3.45,2.86,1.45,4.5,10.35,12.97,8.64,41.97,69.71,55.84,,,,,,,,,,
1047010,Synergia,https://store.steampowered.com/app/1047010,0.0,0.0,0.0,0.0,35.32,3.03,5.95,1.81,6.02,5.89,9.57,9.44,9.63,41.97,78.06,60.02,,,,,,,,,,
1047170,Forgotten Fables: Wolves on the Westwind,https://store.steampowered.com/app/1047170,0.0,0.0,0.0,0.0,27.56,6.49,3.99,3.27,4.48,9.52,2.89,9.52,8.46,41.97,68.01,54.99,,,,,,,,,,
1047440,DATE A LIVE: Rio Reincarnation,https://store.steampowered.com/app/1047440,0.0,0.0,0.0,0.0,16.59,1.77,3.68,1.52,5.62,0.71,1.14,0.0,3.88,41.97,22.05,32.01,,,,,,,,,,
1048080,aMAZE Easter,https://store.steampowered.com/app/1048080,0.0,0.0,0.0,0.0,18.3,0.0,2.99,0.0,0.11,2.54,4.33,0.0,3.53,41.97,19.52,30.74,,,,,,,,,,
1048350,Nigate Tale,https://store.steampowered.com/app/1048350,0.0,0.0,0.0,0.0,19.86,5.78,3.85,1.04,0.78,3.43,6.1,0.09,5.12,41.97,32.82,37.39,,,,,,,,,,
1048860,Crypterion,https://store.steampowered.com/app/1048860,0.0,0.0,0.0,0.0,23.96,3.98,3.59,2.41,8.47,5.5,9.08,11.21,8.52,41.97,68.58,55.27,,,,,,,,,,
1049410,Superliminal,https://store.steampowered.com/app/1049410,0.0,4.39,0.0,1.19,26.46,2.28,6.9,0.0,1.13,4.51,7.24,0.0,6.06,78.57,42.49,60.53,,,,,,,,,,
1050000,Bear With Me: The Lost Robots,https://store.steampowered.com/app/1050000,0.0,0.0,0.0,0.0,20.14,2.29,2.73,0.96,0.78,1.67,7.61,6.18,5.29,41.97,34.49,38.23,,,,,,,,,,
1051200,Trover Saves the Universe,https://store.steampowered.com/app/1051200,0.0,0.0,0.0,0.0,18.91,12.76,3.49,0.71,0.81,8.36,5.6,6.31,7.12,41.97,54.09,48.03,,,,,,,,,,
1051350,Dead Forest,https://store.steampowered.com/app/1051350,0.0,0.0,0.0,0.0,28.57,6.95,4.85,2.82,2.56,6.94,5.55,9.48,8.46,41.97,68.01,54.99,,,,,,,,,,
1051410,Wanderlust: Travel Stories,https://store.steampowered.com/app/1051410,0.0,0.0,0.0,0.0,37.98,3.06,5.46,4.73,14.0,5.22,6.51,8.79,10.72,41.97,85.19,63.58,,,,,,,,,,
1051580,Skjoldur Story,https://store.steampowered.com/app/1051580,0.0,0.0,0.0,0.0,27.59,10.32,3.81,1.85,4.82,4.56,7.05,6.9,8.36,41.97,67.04,54.51,,,,,,,,,,
1051840,Paradox Vector,https://store.steampowered.com/app/1051840,0.0,0.0,0.0,0.0,28.32,10.85,5.67,0.01,0.0,2.96,6.75,1.53,7.01,41.97,52.89,47.43,,,,,,,,,,
1052230,CONCLUSE 2 - The Drifting Prefecture,https://store.steampowered.com/app/1052230,0.0,2.77,0.0,0.75,28.57,2.57,3.97,1.2,3.28,6.61,5.35,2.67,6.78,66.79,50.36,58.58,,,,,,,,,,
1052640,Retrace,https://store.steampowered.com/app/1052640,0.0,0.0,0.0,0.0,35.47,4.08,5.91,2.65,3.1,7.38,7.74,6.35,9.09,41.97,73.72,57.85,,,,,,,,,,
1053710,The Red Lantern,https://store.steampowered.com/app/1053710,0.0,0.0,0.0,0.0,19.17,0.98,2.43,2.22,1.13,6.36,0.8,1.86,4.37,41.97,25.98,33.98,,,,,,,,,,
1054510,Survivalist: Invisible Strain,https://store.steampowered.com/app/1054510,0.0,0.0,0.0,0.0,30.74,3.18,4.24,2.85,13.72,12.72,7.07,10.86,10.67,41.97,84.91,63.44,,,,,,,,,,
1054950,Starstruck: Hands of Time,https://store.steampowered.com/app/1054950,0.0,0.0,0.0,0.0,21.42,4.92,3.29,1.65,0.41,4.9,3.68,8.23,6.06,41.97,42.49,42.23,,,,,,,,,,
1055090,Embark,https://store.steampowered.com/app/1055090,0.0,0.0,0.0,0.0,20.85,2.78,3.34,1.45,6.17,5.0,10.33,8.35,7.28,41.97,55.84,48.9,,,,,,,,,,
1055310,The Myth Seekers 2: The Sunken City,https://store.steampowered.com/app/1055310,0.0,0.0,0.0,0.0,18.42,4.89,3.3,2.3,2.17,1.87,8.1,10.2,6.41,41.97,46.29,44.13,,,,,,,,,,
1055850,Inspector Waffles,https://store.steampowered.com/app/1055850,0.0,0.0,0.0,0.0,29.29,12.24,5.18,0.08,0.0,6.51,15.06,13.54,10.24,41.97,82.32,62.14,,,,,,,,,,
1055950,Feels,https://store.steampowered.com/app/1055950,0.0,0.0,0.0,0.0,36.91,4.62,5.57,2.88,6.28,8.5,7.04,13.14,10.62,41.97,84.62,63.3,,,,,,,,,,
1056230,Medicinal Herbs - Cannabis Grow Simulator,https://store.steampowered.com/app/1056230,0.0,0.0,0.0,0.0,15.25,0.0,2.87,0.0,4.23,0.89,10.1,0.0,4.17,41.97,24.33,33.15,,,,,,,,,,
1056510,Root Letter Last Answer,https://store.steampowered.com/app/1056510,0.0,0.0,0.0,0.0,18.94,8.33,3.55,1.64,2.07,5.23,8.62,3.69,6.51,41.97,47.39,44.68,,,,,,,,,,
1057090,Ori and the Will of the Wisps,https://store.steampowered.com/app/1057090,0.0,0.0,0.0,0.0,15.42,7.58,3.97,0.62,0.0,0.34,1.96,1.31,3.9,41.97,22.21,32.09,,,,,,,,,,
1058140,Yumeutsutsu Re:Master,https://store.steampowered.com/app/1058140,0.0,0.0,0.0,0.0,13.19,0.36,2.76,2.12,0.65,3.75,3.37,6.38,4.07,41.97,23.53,32.75,,,,,,,,,,
1058380,Streamer Daily,https://store.steampowered.com/app/1058380,0.0,0.0,0.0,0.0,10.09,0.0,1.35,0.0,10.7,0.0,5.69,2.55,3.8,41.97,21.45,31.71,,,,,,,,,,
1058470,Beyond a Total Loss,https://store.steampowered.com/app/1058470,0.0,2.77,0.0,0.75,35.74,9.19,4.07,0.76,1.12,8.0,10.08,5.87,9.35,66.79,75.88,71.34,,,,,,,,,,
1058530,H-Rescue,https://store.steampowered.com/app/1058530,0.0,0.0,0.0,0.0,10.18,0.0,1.47,1.38,0.0,2.47,0.56,3.8,2.48,41.97,13.25,27.61,,,,,,,,,,
1058690,Signs of the Sojourner,https://store.steampowered.com/app/1058690,0.0,0.0,0.0,0.0,27.5,5.89,4.35,4.37,8.65,9.85,4.11,3.14,8.48,41.97,68.2,55.08,,,,,,,,,,
1058710,Monarch : Medieval Remastered,https://store.steampowered.com/app/1058710,0.0,0.0,0.0,0.0,21.45,7.39,2.76,3.35,7.86,6.76,10.56,22.97,10.39,41.97,83.26,62.61,,,,,,,,,,
1059150,Ritual: Crown of Horns,https://store.steampowered.com/app/1059150,0.0,0.0,0.0,0.0,15.61,4.36,2.4,0.0,0.0,7.44,2.89,0.0,4.09,41.97,23.68,32.83,,,,,,,,,,
1060210,Disaster Report 4: Summer Memories,https://store.steampowered.com/app/1060210,0.0,0.0,0.0,0.0,37.37,8.0,4.45,5.96,7.5,6.3,11.4,14.68,11.96,41.97,90.85,66.41,,,,,,,,,,
1060600,Lair of the Clockwork God,https://store.steampowered.com/app/1060600,0.0,0.0,0.0,0.0,17.45,5.74,3.92,0.0,0.0,5.0,5.28,1.51,4.86,41.97,30.34,36.16,,,,,,,,,,
1061090,Jump King,https://store.steampowered.com/app/1061090,0.0,5.55,0.0,1.5,13.01,0.0,1.96,0.19,0.0,3.92,4.42,1.32,3.1,84.84,16.71,50.77,,,,,,,,,,
1061610,Tenderfoot Tactics,https://store.steampowered.com/app/1061610,0.0,2.77,0.0,0.75,20.46,6.24,2.57,1.69,2.24,3.2,6.87,2.89,5.77,66.79,39.41,53.1,,,,,,,,,,
1061920,Our Secret Below,https://store.steampowered.com/app/1061920,0.0,0.0,0.0,0.0,29.47,0.0,5.32,1.85,1.18,4.14,7.06,0.0,6.13,41.97,43.25,42.61,,,,,,,,,,
1062040,Dragon Star Varnir,https://store.steampowered.com/app/1062040,0.0,0.0,0.0,0.0,12.68,4.21,2.05,0.07,0.0,4.89,2.42,3.48,3.73,41.97,20.94,31.45,,,,,,,,,,
1062810,Inkbound,https://store.steampowered.com/app/1062810,0.0,0.0,0.0,0.0,23.04,5.49,3.24,0.93,3.99,7.34,6.52,6.65,7.15,41.97,54.42,48.2,,,,,,,,,,
1062860,BattleCakes,https://store.steampowered.com/app/1062860,0.0,0.0,0.0,0.0,15.3,5.68,3.41,0.89,2.36,7.2,5.29,9.7,6.23,41.97,44.33,43.15,,,,,,,,,,
1063540,Space Wreck,https://store.steampowered.com/app/1063540,0.0,0.0,0.0,0.0,19.64,5.89,2.15,1.34,8.66,5.77,5.16,8.71,7.17,41.97,54.64,48.3,,,,,,,,,,
1063790,Citizen of Rome - Dynasty Ascendant,https://store.steampowered.com/app/1063790,0.0,0.0,0.0,0.0,14.31,1.5,1.19,2.26,6.44,6.71,14.26,16.07,7.84,41.97,61.8,51.89,,,,,,,,,,
