game_id,title,steam_link,krauss_1_definition,krauss_2_kontrast,krauss_3_beispiel_rossmann,krauss_4_schluss,NLI_Total
1272160,The Life and Suffering of Sir Brante,https://store.steampowered.com/app/1272160,0.15,0.11,0.01,0.4,0.17
1570070,Beholder 3,https://store.steampowered.com/app/1570070,0.05,0.2,0.2,99.36,24.95
2860150,Asteroid Drift,https://store.steampowered.com/app/2860150,0.02,0.42,0.02,22.72,5.8
2103640,Axis Football 2023,https://store.steampowered.com/app/2103640,0.05,0.64,0.19,0.12,0.25
1182110,Weed Shop 3,https://store.steampowered.com/app/1182110,2.21,1.35,0.13,95.42,24.78
2210700,Pechka: Historical Story Adventure,https://store.steampowered.com/app/2210700,0.69,4.97,0.04,99.71,26.35
356890,One More Line,https://store.steampowered.com/app/356890,0.37,11.57,0.04,98.13,27.53
223850,3DMark,https://store.steampowered.com/app/223850,0.08,57.26,3.4,96.45,39.3
2094580,We. The Refugees: Ticket to Europe,https://store.steampowered.com/app/2094580,0.12,58.39,0.13,86.9,36.39
2069180,The King's Dilemma: Chronicles,https://store.steampowered.com/app/2069180,0.07,78.3,0.04,18.91,24.33
