game_id,title,steam_link,krauss_1_definition,krauss_2_kontrast,krauss_3_beispiel_rossmann,krauss_4_schluss,NLI_Total
1823370,Berry,https://store.steampowered.com/app/1823370,0.01,0.14,0.02,95.81,24.0
2065610,Rush Rush Rally Reloaded,https://store.steampowered.com/app/2065610,0.01,99.52,8.35,99.69,51.89
1238450,Interference: Dead Air,https://store.steampowered.com/app/1238450,0.02,0.21,0.02,10.69,2.74
1587540,Anvil Saga,https://store.steampowered.com/app/1587540,0.02,99.47,0.02,96.45,48.99
484930,Beekyr Reloaded,https://store.steampowered.com/app/484930,0.02,79.51,0.03,96.45,44.0
529340,Victoria 3,https://store.steampowered.com/app/529340,0.02,99.47,98.62,94.1,73.05
1318740,Farlanders,https://store.steampowered.com/app/1318740,0.02,0.39,0.09,87.93,22.11
871540,BMX Streets,https://store.steampowered.com/app/871540,0.02,3.99,0.06,99.8,25.97
2860150,Asteroid Drift,https://store.steampowered.com/app/2860150,0.02,0.42,0.02,22.72,5.8
1913670,Metal Black™ S-Tribute,https://store.steampowered.com/app/1913670,0.02,0.39,0.03,0.25,0.17
1766720,Outlanders,https://store.steampowered.com/app/1766720,0.03,99.47,97.61,99.69,74.2
2719130,东方裁判梦~Rookie Attorney Legendry,https://store.steampowered.com/app/2719130,0.03,91.71,0.1,96.45,47.07
2607780,TUZAQ,https://store.steampowered.com/app/2607780,0.03,57.26,0.04,92.77,37.52
817020,Unholy,https://store.steampowered.com/app/817020,0.03,0.33,0.03,96.45,24.21
787860,Farming Simulator 19,https://store.steampowered.com/app/787860,0.03,81.08,0.03,96.45,44.4
373420,Divinity: Original Sin - Enhanced Edition,https://store.steampowered.com/app/373420,0.03,0.1,0.02,2.32,0.62
1609870,Pro Basketball Manager 2022,https://store.steampowered.com/app/1609870,0.03,3.11,0.06,95.64,24.71
2090370,River City: Rival Showdown,https://store.steampowered.com/app/2090370,0.03,0.78,0.06,99.8,25.17
2144990,Bryce Tiles,https://store.steampowered.com/app/2144990,0.03,0.19,0.02,96.45,24.17
1581830,Super Sunny Island,https://store.steampowered.com/app/1581830,0.03,16.35,0.04,95.84,28.06
